address,age,amenities,area,bath,bed,features,gross_taxes_2017,latlng,link,listing_id,price,primary_broker,property_type,school_info,sqft,strata_maintenance_fees,strata_type,sub_area
3608 E Windsor Street,1.0,,Vancouver East,3,2,,,,https://www.rew.ca/properties/R2220851/3608-e-windsor-street-vancouver-bc,R2220851,1279000,RE/MAX City Realty,Townhouse,"[{'distance': '0.2 km', 'address': '1010 East 17th Ave, Vancouver', 'grades': 'K - 7', 'name': 'Charles Dickens Elementary School', 'latitude': 49.255005, 'longitude': -123.08331, 'category': 'Public'}, {'distance': '0.3 km', 'address': '3877 Glen Dr, Vancouver', 'grades': 'K - 3', 'name': 'Charles Dickens Annex', 'latitude': 49.25021, 'longitude': -123.0828519, 'category': 'Public'}, {'distance': '0.9 km', 'address': '419 24th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Sir Charles Tupper Secondary School', 'latitude': 49.2492786, 'longitude': -123.0942099, 'category': 'Public'}, {'distance': '0.7 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '0.9 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.1 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '2850 Quebec St, Vancouver', 'grades': 'K - 7', 'name': ""St Patrick's Elementary School"", 'latitude': 49.2597724, 'longitude': -123.1029196, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '115 11th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'St Patrick Regional Secondary School', 'latitude': 49.2611369, 'longitude': -123.1028471, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '428 Great Northern Way, Vancouver', 'grades': 'K - 7', 'name': 'St Francis Xavier School', 'latitude': 49.267931, 'longitude': -123.0947323, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '1850 3rd Ave E, Vancouver', 'grades': 'K - 5', 'name': 'Queen Victoria Annex', 'latitude': 49.2674386, 'longitude': -123.066805, 'category': 'Public'}]",1383,124.0,Freehold Strata,Fraser East
3240 Clive Avenue,38.0,,Vancouver East,0,0,ClthWsh/Dryr/Frdg/Stve/DW,5280.0,"(49.2390034, -123.035104)",https://www.rew.ca/properties/R2206887/3240-clive-avenue-vancouver-bc,R2206887,2580000,RE/MAX Westcoast,House,"[{'distance': '0.5 km', 'address': '3323 Wellington Ave, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Sir Wilfred Grenfell School', 'latitude': 49.2431226, 'longitude': -123.0344902, 'category': 'Public'}, {'distance': '0.9 km', 'address': '3155 27th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Windermere Community Secondary School', 'latitude': 49.2474729, 'longitude': -123.0378463, 'category': 'Public'}, {'distance': '0.3 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '0.4 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '0.9 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3496 Mons Drive, Vancouver', 'grades': 'K - 6', 'name': 'Vancouver Christian School', 'latitude': 49.2552564, 'longitude': -123.0288843, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}]",2476,,Freehold NonStrata,Collingwood
3242 Clive Avenue,38.0,,Vancouver East,0,0,ClthWsh/Dryr/Frdg/Stve/DW,5293.0,"(49.2390034, -123.035104)",https://www.rew.ca/properties/R2206895/3242-clive-avenue-vancouver-bc,R2206895,2580000,RE/MAX Westcoast,House,"[{'distance': '0.4 km', 'address': '3323 Wellington Ave, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Sir Wilfred Grenfell School', 'latitude': 49.2431226, 'longitude': -123.0344902, 'category': 'Public'}, {'distance': '0.9 km', 'address': '3155 27th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Windermere Community Secondary School', 'latitude': 49.2474729, 'longitude': -123.0378463, 'category': 'Public'}, {'distance': '0.3 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '0.4 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '1.0 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3496 Mons Drive, Vancouver', 'grades': 'K - 6', 'name': 'Vancouver Christian School', 'latitude': 49.2552564, 'longitude': -123.0288843, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}]",2412,,Freehold NonStrata,Collingwood
3304 Clive Avenue,-7981.0,,Vancouver East,2,2,,7074.0,"(49.2390034, -123.035104)",https://www.rew.ca/properties/R2182246/3304-clive-avenue-vancouver-bc,R2182246,2800000,Royal Pacific Rlty. (Kingsway),House,"[{'distance': '0.5 km', 'address': '3323 Wellington Ave, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Sir Wilfred Grenfell School', 'latitude': 49.2431226, 'longitude': -123.0344902, 'category': 'Public'}, {'distance': '1.0 km', 'address': '3155 27th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Windermere Community Secondary School', 'latitude': 49.2474729, 'longitude': -123.0378463, 'category': 'Public'}, {'distance': '0.2 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '0.3 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '1.0 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.9 km', 'address': '3496 Mons Drive, Vancouver', 'grades': 'K - 6', 'name': 'Vancouver Christian School', 'latitude': 49.2552564, 'longitude': -123.0288843, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '2.3 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.3 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}]",1400,,Freehold NonStrata,Collingwood
5021 Chambers Street,-7981.0,,Vancouver East,1,2,,,"(49.2373727, -123.0530025)",https://www.rew.ca/properties/R2166807/5021-chambers-street-vancouver-bc,R2166807,2049000,Royal Pacific Rlty. (Kingsway),House,"[{'distance': '0.4 km', 'address': '2330 37th Ave E, Vancouver', 'grades': 'K - 7', 'name': 'G T Cunningham Elementary School', 'latitude': 49.2368246, 'longitude': -123.0574502, 'category': 'Public'}, {'distance': '1.3 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.7 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.3 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '2.1 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}]",1400,,Freehold NonStrata,Collingwood
5005 Chambers Street,-7981.0,,Vancouver East,2,3,,,"(49.2373727, -123.0530025)",https://www.rew.ca/properties/R2166801/5005-chambers-street-vancouver-bc,R2166801,2939000,Royal Pacific Rlty. (Kingsway),House,"[{'distance': '0.4 km', 'address': '2330 37th Ave E, Vancouver', 'grades': 'K - 7', 'name': 'G T Cunningham Elementary School', 'latitude': 49.2368246, 'longitude': -123.0574502, 'category': 'Public'}, {'distance': '1.3 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.7 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '1.4 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '2.1 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}]",1986,,Freehold NonStrata,Collingwood
3550 Wellington Avenue,-7981.0,,Vancouver East,2,5,,,"(49.2412237, -123.0329743)",https://www.rew.ca/properties/R2155404/3550-wellington-avenue-vancouver-bc,R2155404,2448000,Royal Pacific Rlty. (Kingsway),House,"[{'distance': '0.4 km', 'address': '3633 Tanner St, Vancouver', 'grades': 'K - 7', 'name': 'Graham Bruce Community Elementary School', 'latitude': 49.2423134, 'longitude': -123.0254092, 'category': 'Public'}, {'distance': '1.2 km', 'address': '3155 27th Ave E, Vancouver', 'grades': '8 - 12', 'name': 'Windermere Community Secondary School', 'latitude': 49.2474729, 'longitude': -123.0378463, 'category': 'Public'}, {'distance': '0.4 km', 'address': '5239 Joyce St, Vancouver', 'grades': 'K - 7', 'name': ""St Mary's School"", 'latitude': 49.2375016, 'longitude': -123.0337059, 'category': 'Independent'}, {'distance': '0.4 km', 'address': '3417 Euclid Ave, Vancouver', 'grades': 'Pre-K, K - 3', 'name': 'Collingwood Neighbourhood School', 'latitude': 49.2361809, 'longitude': -123.0325329, 'category': 'Public'}, {'distance': '1.4 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '3496 Mons Drive, Vancouver', 'grades': 'K - 6', 'name': 'Vancouver Christian School', 'latitude': 49.2552564, 'longitude': -123.0288843, 'category': 'Independent'}, {'distance': '2.2 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}, {'distance': '2.5 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.5 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.6 km', 'address': '7051 Killarney St, Vancouver', 'grades': 'Pre-K, K - 6', 'name': 'École Anne Hebert Elementary', 'latitude': 49.2189188, 'longitude': -123.0461977, 'category': 'Public'}]",2184,,Freehold NonStrata,Collingwood
3561 Welwyn Street,108.0,"Shared Laundry, Storage",Vancouver East,4,4,,3992.0,"(49.2524999, -123.0693676)",https://www.rew.ca/properties/R2225369/3561-welwyn-street-vancouver-bc,R2225369,1698000,Sutton Group West Coast Realty,House,"[{'distance': '0.4 km', 'address': '1750 22nd Ave E, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Lord Selkirk School', 'latitude': 49.2496796, 'longitude': -123.0687764, 'category': 'Public'}, {'distance': '0.8 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.9 km', 'address': '4444 Dumfries St, Vancouver', 'grades': 'K - 4', 'name': 'Lord Selkirk Annex', 'latitude': 49.245236, 'longitude': -123.0729282, 'category': 'Public'}, {'distance': '0.3 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '0.4 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '0.5 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '1850 3rd Ave E, Vancouver', 'grades': 'K - 5', 'name': 'Queen Victoria Annex', 'latitude': 49.2674386, 'longitude': -123.066805, 'category': 'Public'}, {'distance': '1.8 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}]",3477,,Freehold NonStrata,Victoria East
NE1502-2220 Kingsway,0.0,"Air Cond./Central, Club House, Exercise Centre, Pool; Outdoor, Recreation Center",Vancouver East,2,2,"Air Conditioning, ClthWsh/Dryr/Frdg/Stve/DW, Drapes/Window Coverings",0.0,,https://www.rew.ca/properties/R2201047/ne1502-2220-kingsway-vancouver-bc,R2201047,830000,Oakwyn Realty Downtown Ltd.,Apt/Condo,"[{'distance': '0.7 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.7 km', 'address': '2330 37th Ave E, Vancouver', 'grades': 'K - 7', 'name': 'G T Cunningham Elementary School', 'latitude': 49.2368246, 'longitude': -123.0574502, 'category': 'Public'}, {'distance': '1.5 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '1.6 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}]",896,341.0,Freehold Strata,Victoria East
3551 Welwyn Street,108.0,,Vancouver East,3,7,,3953.0,"(49.2524999, -123.0693676)",https://www.rew.ca/properties/R2225124/3551-welwyn-street-vancouver-bc,R2225124,1650000,Sutton Group West Coast Realty,House,"[{'distance': '0.4 km', 'address': '1750 22nd Ave E, Vancouver', 'grades': 'Pre-K, K - 7', 'name': 'Lord Selkirk School', 'latitude': 49.2496796, 'longitude': -123.0687764, 'category': 'Public'}, {'distance': '0.8 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.9 km', 'address': '4444 Dumfries St, Vancouver', 'grades': 'K - 4', 'name': 'Lord Selkirk Annex', 'latitude': 49.245236, 'longitude': -123.0729282, 'category': 'Public'}, {'distance': '0.3 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '0.4 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '0.5 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '1.6 km', 'address': '1850 3rd Ave E, Vancouver', 'grades': 'K - 5', 'name': 'Queen Victoria Annex', 'latitude': 49.2674386, 'longitude': -123.066805, 'category': 'Public'}, {'distance': '1.8 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}]",2074,,Freehold NonStrata,Victoria East
1108-2220 Kingsway Street,0.0,"Air Cond./Central, Exercise Centre, In Suite Laundry, Playground, Pool; Outdoor, Swirlpool/Hot Tub",Vancouver East,2,3,,0.0,,https://www.rew.ca/properties/R2226648/1108-2220-kingsway-street-vancouver-bc,R2226648,1080000,Oakwyn Realty Ltd.,Apt/Condo,"[{'distance': '0.7 km', 'address': '4105 Gladstone St, Vancouver', 'grades': '8 - 12', 'name': 'Gladstone Secondary School', 'latitude': 49.2486112, 'longitude': -123.0616134, 'category': 'Public'}, {'distance': '0.7 km', 'address': '2330 37th Ave E, Vancouver', 'grades': 'K - 7', 'name': 'G T Cunningham Elementary School', 'latitude': 49.2368246, 'longitude': -123.0574502, 'category': 'Public'}, {'distance': '1.5 km', 'address': '5621 Killarney St, Vancouver', 'grades': '7 - 12', 'name': 'Vancouver Formosa Academy', 'latitude': 49.2337931, 'longitude': -123.0463604, 'category': 'Independent'}, {'distance': '1.5 km', 'address': '3525 Dumphries St, Vancouver', 'grades': 'K - 7', 'name': 'Tyee Elementary School', 'latitude': 49.2534128, 'longitude': -123.0740133, 'category': 'Public'}, {'distance': '1.6 km', 'address': '3261 Fleming St, Vancouver', 'grades': 'K - 7', 'name': ""St Joseph's School"", 'latitude': 49.2559144, 'longitude': -123.071647, 'category': 'Independent'}, {'distance': '1.7 km', 'address': '3000 Commercial Dr, Vancouver', 'grades': 'K - 12', 'name': 'Stratford Hall School', 'latitude': 49.2574791, 'longitude': -123.0694838, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '6344 Nanaimo St, Vancouver', 'grades': 'K - 7', 'name': 'Corpus Christi School', 'latitude': 49.227045, 'longitude': -123.0590751, 'category': 'Independent'}, {'distance': '1.8 km', 'address': '3075 Slocan St, Vancouver', 'grades': 'K - 7', 'name': 'Westside Montessori Academy', 'latitude': 49.257032, 'longitude': -123.05013, 'category': 'Independent'}, {'distance': '2.0 km', 'address': '202-2830 Grandview Hwy, Vancouver', 'grades': '2 - 12', 'name': 'Avante School', 'latitude': 49.2578878, 'longitude': -123.0463594, 'category': 'Independent'}, {'distance': '2.1 km', 'address': '2953 15th Ave E, Vancouver', 'grades': 'K - 7', 'name': ""St Jude's School"", 'latitude': 49.2565458, 'longitude': -123.0426267, 'category': 'Independent'}]",992,0.0,Freehold Strata,Victoria East
